Airport.Code,Airport.Name,Time.Label,Time.Month,Statistics.Flights.Total
LAX,"Los Angeles, CA: Los Angeles International",2009/03,3,16405
LGA,"New York, NY: LaGuardia",2009/03,3,8876
MCO,"Orlando, FL: Orlando International",2009/03,3,11341
MDW,"Chicago, IL: Chicago Midway International",2009/03,3,7091
MIA,"Miami, FL: Miami International",2009/03,3,5742
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/03,3,10207
ORD,"Chicago, IL: Chicago O'Hare International",2009/03,3,26964
PDX,"Portland, OR: Portland International",2009/03,3,4410
PHL,"Philadelphia, PA: Philadelphia International",2009/03,3,8082
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/03,3,16209
SAN,"San Diego, CA: San Diego International",2009/03,3,7052
SEA,"Seattle, WA: Seattle/Tacoma International",2009/03,3,8102
SFO,"San Francisco, CA: San Francisco International",2009/03,3,11296
SLC,"Salt Lake City, UT: Salt Lake City International",2009/03,3,11207
TPA,"Tampa, FL: Tampa International",2009/03,3,6733
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/04,4,34417
BOS,"Boston, MA: Logan International",2009/04,4,9606
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/04,4,8505
CLT,"Charlotte, NC: Charlotte Douglas International",2009/04,4,9584
DCA,"Washington, DC: Ronald Reagan Washington National",2009/04,4,6861
DEN,"Denver, CO: Denver International",2009/04,4,19127
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/04,4,21545
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/04,4,13110
EWR,"Newark, NJ: Newark Liberty International",2009/04,4,10544
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/04,4,5638
IAD,"Washington, DC: Washington Dulles International",2009/04,4,5558
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/04,4,14744
JFK,"New York, NY: John F. Kennedy International",2009/04,4,9659
LAS,"Las Vegas, NV: McCarran International",2009/04,4,13078
LAX,"Los Angeles, CA: Los Angeles International",2009/04,4,15735
LGA,"New York, NY: LaGuardia",2009/04,4,8372
MCO,"Orlando, FL: Orlando International",2009/04,4,10790
MDW,"Chicago, IL: Chicago Midway International",2009/04,4,7121
MIA,"Miami, FL: Miami International",2009/04,4,5459
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/04,4,9629
ORD,"Chicago, IL: Chicago O'Hare International",2009/04,4,25871
PDX,"Portland, OR: Portland International",2009/04,4,4298
PHL,"Philadelphia, PA: Philadelphia International",2009/04,4,7812
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/04,4,15520
SAN,"San Diego, CA: San Diego International",2009/04,4,6824
SEA,"Seattle, WA: Seattle/Tacoma International",2009/04,4,7929
SFO,"San Francisco, CA: San Francisco International",2009/04,4,10990
SLC,"Salt Lake City, UT: Salt Lake City International",2009/04,4,10741
TPA,"Tampa, FL: Tampa International",2009/04,4,6303
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/05,5,35135
BOS,"Boston, MA: Logan International",2009/05,5,9310
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/05,5,8847
CLT,"Charlotte, NC: Charlotte Douglas International",2009/05,5,9977
DCA,"Washington, DC: Ronald Reagan Washington National",2009/05,5,6899
DEN,"Denver, CO: Denver International",2009/05,5,19761
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/05,5,22327
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/05,5,12993
EWR,"Newark, NJ: Newark Liberty International",2009/05,5,10216
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/05,5,4980
IAD,"Washington, DC: Washington Dulles International",2009/05,5,5644
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/05,5,15187
JFK,"New York, NY: John F. Kennedy International",2009/05,5,10964
LAS,"Las Vegas, NV: McCarran International",2009/05,5,13345
LAX,"Los Angeles, CA: Los Angeles International",2009/05,5,16204
LGA,"New York, NY: LaGuardia",2009/05,5,8489
MCO,"Orlando, FL: Orlando International",2009/05,5,10498
MDW,"Chicago, IL: Chicago Midway International",2009/05,5,7322
MIA,"Miami, FL: Miami International",2009/05,5,5510
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/05,5,10347
ORD,"Chicago, IL: Chicago O'Hare International",2009/05,5,26509
PDX,"Portland, OR: Portland International",2009/05,5,4478
PHL,"Philadelphia, PA: Philadelphia International",2009/05,5,8156
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/05,5,15716
SAN,"San Diego, CA: San Diego International",2009/05,5,7178
SEA,"Seattle, WA: Seattle/Tacoma International",2009/05,5,8697
SFO,"San Francisco, CA: San Francisco International",2009/05,5,11491
SLC,"Salt Lake City, UT: Salt Lake City International",2009/05,5,10956
TPA,"Tampa, FL: Tampa International",2009/05,5,6005
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/06,6,36343
BOS,"Boston, MA: Logan International",2009/06,6,9505
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/06,6,8910
CLT,"Charlotte, NC: Charlotte Douglas International",2009/06,6,9956
DCA,"Washington, DC: Ronald Reagan Washington National",2009/06,6,6815
DEN,"Denver, CO: Denver International",2009/06,6,20995
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/06,6,22343
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/06,6,13546
EWR,"Newark, NJ: Newark Liberty International",2009/06,6,10083
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/06,6,4777
IAD,"Washington, DC: Washington Dulles International",2009/06,6,5962
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/06,6,15783
JFK,"New York, NY: John F. Kennedy International",2009/06,6,10980
LAS,"Las Vegas, NV: McCarran International",2009/06,6,13020
LAX,"Los Angeles, CA: Los Angeles International",2009/06,6,16551
LGA,"New York, NY: LaGuardia",2009/06,6,8524
MCO,"Orlando, FL: Orlando International",2009/06,6,10273
MDW,"Chicago, IL: Chicago Midway International",2009/06,6,7248
MIA,"Miami, FL: Miami International",2009/06,6,5246
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/06,6,11108
ORD,"Chicago, IL: Chicago O'Hare International",2009/06,6,26907
PDX,"Portland, OR: Portland International",2009/06,6,4624
PHL,"Philadelphia, PA: Philadelphia International",2009/06,6,8210
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/06,6,15425
SAN,"San Diego, CA: San Diego International",2009/06,6,7296
SEA,"Seattle, WA: Seattle/Tacoma International",2009/06,6,9379
SFO,"San Francisco, CA: San Francisco International",2009/06,6,12033
SLC,"Salt Lake City, UT: Salt Lake City International",2009/06,6,11972
TPA,"Tampa, FL: Tampa International",2009/06,6,5680
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/07,7,38241
BOS,"Boston, MA: Logan International",2009/07,7,9910
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/07,7,9171
CLT,"Charlotte, NC: Charlotte Douglas International",2009/07,7,10172
DCA,"Washington, DC: Ronald Reagan Washington National",2009/07,7,6938
DEN,"Denver, CO: Denver International",2009/07,7,21627
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/07,7,23241
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/07,7,13897
EWR,"Newark, NJ: Newark Liberty International",2009/07,7,10157
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/07,7,5068
IAD,"Washington, DC: Washington Dulles International",2009/07,7,6170
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/07,7,16753
JFK,"New York, NY: John F. Kennedy International",2009/07,7,11410
LAS,"Las Vegas, NV: McCarran International",2009/07,7,13378
LAX,"Los Angeles, CA: Los Angeles International",2009/07,7,17463
LGA,"New York, NY: LaGuardia",2009/07,7,9005
MCO,"Orlando, FL: Orlando International",2009/07,7,10649
MDW,"Chicago, IL: Chicago Midway International",2009/07,7,7554
MIA,"Miami, FL: Miami International",2009/07,7,5447
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/07,7,11803
ORD,"Chicago, IL: Chicago O'Hare International",2009/07,7,27567
PDX,"Portland, OR: Portland International",2009/07,7,4816
PHL,"Philadelphia, PA: Philadelphia International",2009/07,7,8347
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/07,7,15979
SAN,"San Diego, CA: San Diego International",2009/07,7,7553
SEA,"Seattle, WA: Seattle/Tacoma International",2009/07,7,9817
SFO,"San Francisco, CA: San Francisco International",2009/07,7,12516
SLC,"Salt Lake City, UT: Salt Lake City International",2009/07,7,12642
TPA,"Tampa, FL: Tampa International",2009/07,7,5835
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/08,8,37499
BOS,"Boston, MA: Logan International",2009/08,8,9701
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/08,8,8916
CLT,"Charlotte, NC: Charlotte Douglas International",2009/08,8,10025
DCA,"Washington, DC: Ronald Reagan Washington National",2009/08,8,6695
DEN,"Denver, CO: Denver International",2009/08,8,21343
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/08,8,23267
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/08,8,13279
EWR,"Newark, NJ: Newark Liberty International",2009/08,8,10033
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/08,8,5002
IAD,"Washington, DC: Washington Dulles International",2009/08,8,6055
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/08,8,16796
JFK,"New York, NY: John F. Kennedy International",2009/08,8,11296
LAS,"Las Vegas, NV: McCarran International",2009/08,8,13248
LAX,"Los Angeles, CA: Los Angeles International",2009/08,8,17273
LGA,"New York, NY: LaGuardia",2009/08,8,8851
MCO,"Orlando, FL: Orlando International",2009/08,8,10235
MDW,"Chicago, IL: Chicago Midway International",2009/08,8,7358
MIA,"Miami, FL: Miami International",2009/08,8,5392
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/08,8,11005
ORD,"Chicago, IL: Chicago O'Hare International",2009/08,8,27575
PDX,"Portland, OR: Portland International",2009/08,8,4772
PHL,"Philadelphia, PA: Philadelphia International",2009/08,8,8083
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/08,8,15669
SAN,"San Diego, CA: San Diego International",2009/08,8,7382
SEA,"Seattle, WA: Seattle/Tacoma International",2009/08,8,9648
SFO,"San Francisco, CA: San Francisco International",2009/08,8,12470
SLC,"Salt Lake City, UT: Salt Lake City International",2009/08,8,12268
TPA,"Tampa, FL: Tampa International",2009/08,8,5637
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/09,9,34017
BOS,"Boston, MA: Logan International",2009/09,9,8920
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/09,9,8132
CLT,"Charlotte, NC: Charlotte Douglas International",2009/09,9,9347
DCA,"Washington, DC: Ronald Reagan Washington National",2009/09,9,6298
DEN,"Denver, CO: Denver International",2009/09,9,18901
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/09,9,21912
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/09,9,12114
EWR,"Newark, NJ: Newark Liberty International",2009/09,9,9073
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/09,9,4361
IAD,"Washington, DC: Washington Dulles International",2009/09,9,5116
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/09,9,14533
JFK,"New York, NY: John F. Kennedy International",2009/09,9,9428
LAS,"Las Vegas, NV: McCarran International",2009/09,9,12546
LAX,"Los Angeles, CA: Los Angeles International",2009/09,9,15624
LGA,"New York, NY: LaGuardia",2009/09,9,7938
MCO,"Orlando, FL: Orlando International",2009/09,9,8620
MDW,"Chicago, IL: Chicago Midway International",2009/09,9,7056
MIA,"Miami, FL: Miami International",2009/09,9,4842
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/09,9,9419
ORD,"Chicago, IL: Chicago O'Hare International",2009/09,9,25917
PDX,"Portland, OR: Portland International",2009/09,9,4266
PHL,"Philadelphia, PA: Philadelphia International",2009/09,9,7321
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/09,9,14497
SAN,"San Diego, CA: San Diego International",2009/09,9,6636
SEA,"Seattle, WA: Seattle/Tacoma International",2009/09,9,8414
SFO,"San Francisco, CA: San Francisco International",2009/09,9,11217
SLC,"Salt Lake City, UT: Salt Lake City International",2009/09,9,10298
TPA,"Tampa, FL: Tampa International",2009/09,9,4912
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/10,10,35768
BOS,"Boston, MA: Logan International",2009/10,10,9220
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/10,10,8484
CLT,"Charlotte, NC: Charlotte Douglas International",2009/10,10,10018
DCA,"Washington, DC: Ronald Reagan Washington National",2009/10,10,6658
DEN,"Denver, CO: Denver International",2009/10,10,19403
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/10,10,22625
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/10,10,12531
EWR,"Newark, NJ: Newark Liberty International",2009/10,10,9600
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/10,10,4792
IAD,"Washington, DC: Washington Dulles International",2009/10,10,5282
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/10,10,15468
JFK,"New York, NY: John F. Kennedy International",2009/10,10,9523
LAS,"Las Vegas, NV: McCarran International",2009/10,10,13034
LAX,"Los Angeles, CA: Los Angeles International",2009/10,10,16233
LGA,"New York, NY: LaGuardia",2009/10,10,8282
MCO,"Orlando, FL: Orlando International",2009/10,10,9403
MDW,"Chicago, IL: Chicago Midway International",2009/10,10,7231
MIA,"Miami, FL: Miami International",2009/10,10,5057
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/10,10,9755
ORD,"Chicago, IL: Chicago O'Hare International",2009/10,10,26759
PDX,"Portland, OR: Portland International",2009/10,10,4301
PHL,"Philadelphia, PA: Philadelphia International",2009/10,10,7689
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/10,10,15127
SAN,"San Diego, CA: San Diego International",2009/10,10,6832
SEA,"Seattle, WA: Seattle/Tacoma International",2009/10,10,8453
SFO,"San Francisco, CA: San Francisco International",2009/10,10,11663
SLC,"Salt Lake City, UT: Salt Lake City International",2009/10,10,10457
TPA,"Tampa, FL: Tampa International",2009/10,10,5363
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/11,11,33915
BOS,"Boston, MA: Logan International",2009/11,11,8877
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/11,11,8074
CLT,"Charlotte, NC: Charlotte Douglas International",2009/11,11,9548
DCA,"Washington, DC: Ronald Reagan Washington National",2009/11,11,6322
DEN,"Denver, CO: Denver International",2009/11,11,17964
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/11,11,21728
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/11,11,12299
EWR,"Newark, NJ: Newark Liberty International",2009/11,11,9320
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/11,11,5214
IAD,"Washington, DC: Washington Dulles International",2009/11,11,5042
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/11,11,14971
JFK,"New York, NY: John F. Kennedy International",2009/11,11,9300
LAS,"Las Vegas, NV: McCarran International",2009/11,11,12275
LAX,"Los Angeles, CA: Los Angeles International",2009/11,11,15469
LGA,"New York, NY: LaGuardia",2009/11,11,7709
MCO,"Orlando, FL: Orlando International",2009/11,11,9606
MDW,"Chicago, IL: Chicago Midway International",2009/11,11,6968
MIA,"Miami, FL: Miami International",2009/11,11,5182
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/11,11,9109
ORD,"Chicago, IL: Chicago O'Hare International",2009/11,11,24925
PDX,"Portland, OR: Portland International",2009/11,11,3982
PHL,"Philadelphia, PA: Philadelphia International",2009/11,11,7193
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/11,11,14692
SAN,"San Diego, CA: San Diego International",2009/11,11,6371
SEA,"Seattle, WA: Seattle/Tacoma International",2009/11,11,7591
SFO,"San Francisco, CA: San Francisco International",2009/11,11,10936
SLC,"Salt Lake City, UT: Salt Lake City International",2009/11,11,9912
TPA,"Tampa, FL: Tampa International",2009/11,11,5449
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/12,12,34122
BOS,"Boston, MA: Logan International",2009/12,12,8733
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/12,12,8264
CLT,"Charlotte, NC: Charlotte Douglas International",2009/12,12,9874
DCA,"Washington, DC: Ronald Reagan Washington National",2009/12,12,6324
DEN,"Denver, CO: Denver International",2009/12,12,19064
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/12,12,22473
DTW,"Detroit, MI: Detroit Metro Wayne County",2009/12,12,12807
EWR,"Newark, NJ: Newark Liberty International",2009/12,12,9586
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009/12,12,5839
IAD,"Washington, DC: Washington Dulles International",2009/12,12,5362
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009/12,12,16169
JFK,"New York, NY: John F. Kennedy International",2009/12,12,9854
LAS,"Las Vegas, NV: McCarran International",2009/12,12,12232
LAX,"Los Angeles, CA: Los Angeles International",2009/12,12,16268
LGA,"New York, NY: LaGuardia",2009/12,12,7891
MCO,"Orlando, FL: Orlando International",2009/12,12,10358
MDW,"Chicago, IL: Chicago Midway International",2009/12,12,7173
MIA,"Miami, FL: Miami International",2009/12,12,5770
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009/12,12,9400
ORD,"Chicago, IL: Chicago O'Hare International",2009/12,12,25716
PDX,"Portland, OR: Portland International",2009/12,12,4205
PHL,"Philadelphia, PA: Philadelphia International",2009/12,12,7425
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009/12,12,15617
SAN,"San Diego, CA: San Diego International",2009/12,12,6561
SEA,"Seattle, WA: Seattle/Tacoma International",2009/12,12,7828
SFO,"San Francisco, CA: San Francisco International",2009/12,12,11402
SLC,"Salt Lake City, UT: Salt Lake City International",2009/12,12,10334
TPA,"Tampa, FL: Tampa International",2009/12,12,5943
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/01,1,33729
BOS,"Boston, MA: Logan International",2010/01,1,8912
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/01,1,7935
CLT,"Charlotte, NC: Charlotte Douglas International",2010/01,1,9864
DCA,"Washington, DC: Ronald Reagan Washington National",2010/01,1,6369
DEN,"Denver, CO: Denver International",2010/01,1,18999
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/01,1,22556
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/01,1,12738
EWR,"Newark, NJ: Newark Liberty International",2010/01,1,9371
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/01,1,5750
IAD,"Washington, DC: Washington Dulles International",2010/01,1,5738
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/01,1,15194
JFK,"New York, NY: John F. Kennedy International",2010/01,1,9562
LAS,"Las Vegas, NV: McCarran International",2010/01,1,11915
LAX,"Los Angeles, CA: Los Angeles International",2010/01,1,16064
LGA,"New York, NY: LaGuardia",2010/01,1,8045
MCO,"Orlando, FL: Orlando International",2010/01,1,10062
MDW,"Chicago, IL: Chicago Midway International",2010/01,1,6708
MIA,"Miami, FL: Miami International",2010/01,1,5828
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/01,1,9328
ORD,"Chicago, IL: Chicago O'Hare International",2010/01,1,25460
PDX,"Portland, OR: Portland International",2010/01,1,4042
PHL,"Philadelphia, PA: Philadelphia International",2010/01,1,7107
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/01,1,15287
SAN,"San Diego, CA: San Diego International",2010/01,1,6338
SEA,"Seattle, WA: Seattle/Tacoma International",2010/01,1,7348
SFO,"San Francisco, CA: San Francisco International",2010/01,1,11279
SLC,"Salt Lake City, UT: Salt Lake City International",2010/01,1,10452
TPA,"Tampa, FL: Tampa International",2010/01,1,5729
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/02,2,31253
BOS,"Boston, MA: Logan International",2010/02,2,8418
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/02,2,7321
CLT,"Charlotte, NC: Charlotte Douglas International",2010/02,2,8881
DCA,"Washington, DC: Ronald Reagan Washington National",2010/02,2,5961
DEN,"Denver, CO: Denver International",2010/02,2,17813
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/02,2,20561
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/02,2,11631
EWR,"Newark, NJ: Newark Liberty International",2010/02,2,8720
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/02,2,5401
IAD,"Washington, DC: Washington Dulles International",2010/02,2,5441
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/02,2,14113
JFK,"New York, NY: John F. Kennedy International",2010/02,2,8894
LAS,"Las Vegas, NV: McCarran International",2010/02,2,10736
LAX,"Los Angeles, CA: Los Angeles International",2010/02,2,14800
LGA,"New York, NY: LaGuardia",2010/02,2,7448
MCO,"Orlando, FL: Orlando International",2010/02,2,9443
MDW,"Chicago, IL: Chicago Midway International",2010/02,2,5987
MIA,"Miami, FL: Miami International",2010/02,2,5324
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/02,2,8962
ORD,"Chicago, IL: Chicago O'Hare International",2010/02,2,23737
PDX,"Portland, OR: Portland International",2010/02,2,3733
PHL,"Philadelphia, PA: Philadelphia International",2010/02,2,6575
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/02,2,13976
SAN,"San Diego, CA: San Diego International",2010/02,2,5843
SEA,"Seattle, WA: Seattle/Tacoma International",2010/02,2,6703
SFO,"San Francisco, CA: San Francisco International",2010/02,2,10307
SLC,"Salt Lake City, UT: Salt Lake City International",2010/02,2,9507
TPA,"Tampa, FL: Tampa International",2010/02,2,5418
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/03,3,35186
BOS,"Boston, MA: Logan International",2010/03,3,9637
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/03,3,8655
CLT,"Charlotte, NC: Charlotte Douglas International",2010/03,3,9933
DCA,"Washington, DC: Ronald Reagan Washington National",2010/03,3,6746
DEN,"Denver, CO: Denver International",2010/03,3,20229
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/03,3,22975
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/03,3,13210
EWR,"Newark, NJ: Newark Liberty International",2010/03,3,9891
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/03,3,6163
IAD,"Washington, DC: Washington Dulles International",2010/03,3,6248
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/03,3,15640
JFK,"New York, NY: John F. Kennedy International",2010/03,3,10080
LAS,"Las Vegas, NV: McCarran International",2010/03,3,12189
LAX,"Los Angeles, CA: Los Angeles International",2010/03,3,16842
LGA,"New York, NY: LaGuardia",2010/03,3,8434
MCO,"Orlando, FL: Orlando International",2010/03,3,11092
MDW,"Chicago, IL: Chicago Midway International",2010/03,3,7118
MIA,"Miami, FL: Miami International",2010/03,3,5882
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/03,3,10348
ORD,"Chicago, IL: Chicago O'Hare International",2010/03,3,27054
PDX,"Portland, OR: Portland International",2010/03,3,4327
PHL,"Philadelphia, PA: Philadelphia International",2010/03,3,7556
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/03,3,15742
SAN,"San Diego, CA: San Diego International",2010/03,3,6615
SEA,"Seattle, WA: Seattle/Tacoma International",2010/03,3,7671
SFO,"San Francisco, CA: San Francisco International",2010/03,3,11534
SLC,"Salt Lake City, UT: Salt Lake City International",2010/03,3,10594
TPA,"Tampa, FL: Tampa International",2010/03,3,6474
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/04,4,34177
BOS,"Boston, MA: Logan International",2010/04,4,9363
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/04,4,8614
CLT,"Charlotte, NC: Charlotte Douglas International",2010/04,4,9746
DCA,"Washington, DC: Ronald Reagan Washington National",2010/04,4,6483
DEN,"Denver, CO: Denver International",2010/04,4,19059
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/04,4,22171
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/04,4,13552
EWR,"Newark, NJ: Newark Liberty International",2010/04,4,9668
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/04,4,5527
IAD,"Washington, DC: Washington Dulles International",2010/04,4,6245
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/04,4,14781
JFK,"New York, NY: John F. Kennedy International",2010/04,4,9261
LAS,"Las Vegas, NV: McCarran International",2010/04,4,12074
LAX,"Los Angeles, CA: Los Angeles International",2010/04,4,16322
LGA,"New York, NY: LaGuardia",2010/04,4,8623
MCO,"Orlando, FL: Orlando International",2010/04,4,10548
MDW,"Chicago, IL: Chicago Midway International",2010/04,4,7121
MIA,"Miami, FL: Miami International",2010/04,4,5787
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/04,4,9712
ORD,"Chicago, IL: Chicago O'Hare International",2010/04,4,25754
PDX,"Portland, OR: Portland International",2010/04,4,4223
PHL,"Philadelphia, PA: Philadelphia International",2010/04,4,7179
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010/04,4,15014
SAN,"San Diego, CA: San Diego International",2010/04,4,6493
SEA,"Seattle, WA: Seattle/Tacoma International",2010/04,4,7525
SFO,"San Francisco, CA: San Francisco International",2010/04,4,11236
SLC,"Salt Lake City, UT: Salt Lake City International",2010/04,4,9940
TPA,"Tampa, FL: Tampa International",2010/04,4,6173
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/05,5,34856
BOS,"Boston, MA: Logan International",2010/05,5,9360
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010/05,5,9154
CLT,"Charlotte, NC: Charlotte Douglas International",2010/05,5,10352
DCA,"Washington, DC: Ronald Reagan Washington National",2010/05,5,6562
DEN,"Denver, CO: Denver International",2010/05,5,19890
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/05,5,22669
DTW,"Detroit, MI: Detroit Metro Wayne County",2010/05,5,13376
EWR,"Newark, NJ: Newark Liberty International",2010/05,5,9350
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010/05,5,4971
IAD,"Washington, DC: Washington Dulles International",2010/05,5,6528
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010/05,5,15321
JFK,"New York, NY: John F. Kennedy International",2010/05,5,9244
LAS,"Las Vegas, NV: McCarran International",2010/05,5,12477
LAX,"Los Angeles, CA: Los Angeles International",2010/05,5,16926
LGA,"New York, NY: LaGuardia",2010/05,5,9031
MCO,"Orlando, FL: Orlando International",2010/05,5,10471
MDW,"Chicago, IL: Chicago Midway International",2010/05,5,7386
MIA,"Miami, FL: Miami International",2010/05,5,5916
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010/05,5,10318
ORD,"Chicago, IL: Chicago O'Hare International",2010/05,5,26479
PDX,"Portland, OR: Portland International",2010/05,5,4503
PHL,"Philadelphia, PA: Philadelphia International",2010/05,5,7424
