Airport.Code,Airport.Name,Time.Label,Time.Month,Statistics.Flights.Total
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/08,8,10069
ORD,"Chicago, IL: Chicago O'Hare International",2014/08,8,25717
PDX,"Portland, OR: Portland International",2014/08,8,5082
PHL,"Philadelphia, PA: Philadelphia International",2014/08,8,6255
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/08,8,13564
SAN,"San Diego, CA: San Diego International",2014/08,8,6928
SEA,"Seattle, WA: Seattle/Tacoma International",2014/08,8,10991
SFO,"San Francisco, CA: San Francisco International",2014/08,8,14766
SLC,"Salt Lake City, UT: Salt Lake City International",2014/08,8,10043
TPA,"Tampa, FL: Tampa International",2014/08,8,4982
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/09,9,30198
BOS,"Boston, MA: Logan International",2014/09,9,9105
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/09,9,7283
CLT,"Charlotte, NC: Charlotte Douglas International",2014/09,9,9150
DCA,"Washington, DC: Ronald Reagan Washington National",2014/09,9,5991
DEN,"Denver, CO: Denver International",2014/09,9,18907
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/09,9,23023
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/09,9,8939
EWR,"Newark, NJ: Newark Liberty International",2014/09,9,8640
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/09,9,4065
IAD,"Washington, DC: Washington Dulles International",2014/09,9,4857
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/09,9,13506
JFK,"New York, NY: John F. Kennedy International",2014/09,9,8283
LAS,"Las Vegas, NV: McCarran International",2014/09,9,11225
LAX,"Los Angeles, CA: Los Angeles International",2014/09,9,17585
LGA,"New York, NY: LaGuardia",2014/09,9,8551
MCO,"Orlando, FL: Orlando International",2014/09,9,7674
MDW,"Chicago, IL: Chicago Midway International",2014/09,9,7411
MIA,"Miami, FL: Miami International",2014/09,9,6219
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/09,9,8851
ORD,"Chicago, IL: Chicago O'Hare International",2014/09,9,24905
PDX,"Portland, OR: Portland International",2014/09,9,4191
PHL,"Philadelphia, PA: Philadelphia International",2014/09,9,5822
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/09,9,12132
SAN,"San Diego, CA: San Diego International",2014/09,9,6228
SEA,"Seattle, WA: Seattle/Tacoma International",2014/09,9,9314
SFO,"San Francisco, CA: San Francisco International",2014/09,9,13871
SLC,"Salt Lake City, UT: Salt Lake City International",2014/09,9,9108
TPA,"Tampa, FL: Tampa International",2014/09,9,4572
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/10,10,31613
BOS,"Boston, MA: Logan International",2014/10,10,9673
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/10,10,7603
CLT,"Charlotte, NC: Charlotte Douglas International",2014/10,10,9746
DCA,"Washington, DC: Ronald Reagan Washington National",2014/10,10,6511
DEN,"Denver, CO: Denver International",2014/10,10,19411
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/10,10,23523
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/10,10,9641
EWR,"Newark, NJ: Newark Liberty International",2014/10,10,8631
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/10,10,4525
IAD,"Washington, DC: Washington Dulles International",2014/10,10,5055
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/10,10,14757
JFK,"New York, NY: John F. Kennedy International",2014/10,10,8636
LAS,"Las Vegas, NV: McCarran International",2014/10,10,11782
LAX,"Los Angeles, CA: Los Angeles International",2014/10,10,18196
LGA,"New York, NY: LaGuardia",2014/10,10,8985
MCO,"Orlando, FL: Orlando International",2014/10,10,8401
MDW,"Chicago, IL: Chicago Midway International",2014/10,10,7850
MIA,"Miami, FL: Miami International",2014/10,10,6394
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/10,10,9104
ORD,"Chicago, IL: Chicago O'Hare International",2014/10,10,26310
PDX,"Portland, OR: Portland International",2014/10,10,4145
PHL,"Philadelphia, PA: Philadelphia International",2014/10,10,6005
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/10,10,13346
SAN,"San Diego, CA: San Diego International",2014/10,10,6528
SEA,"Seattle, WA: Seattle/Tacoma International",2014/10,10,9232
SFO,"San Francisco, CA: San Francisco International",2014/10,10,14489
SLC,"Salt Lake City, UT: Salt Lake City International",2014/10,10,9233
TPA,"Tampa, FL: Tampa International",2014/10,10,5001
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/11,11,29296
BOS,"Boston, MA: Logan International",2014/11,11,9020
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/11,11,7096
CLT,"Charlotte, NC: Charlotte Douglas International",2014/11,11,9180
DCA,"Washington, DC: Ronald Reagan Washington National",2014/11,11,6388
DEN,"Denver, CO: Denver International",2014/11,11,17296
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/11,11,21671
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/11,11,8972
EWR,"Newark, NJ: Newark Liberty International",2014/11,11,8925
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/11,11,5348
IAD,"Washington, DC: Washington Dulles International",2014/11,11,4412
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/11,11,14046
JFK,"New York, NY: John F. Kennedy International",2014/11,11,8067
LAS,"Las Vegas, NV: McCarran International",2014/11,11,10689
LAX,"Los Angeles, CA: Los Angeles International",2014/11,11,17045
LGA,"New York, NY: LaGuardia",2014/11,11,8821
MCO,"Orlando, FL: Orlando International",2014/11,11,8894
MDW,"Chicago, IL: Chicago Midway International",2014/11,11,7015
MIA,"Miami, FL: Miami International",2014/11,11,6244
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/11,11,8280
ORD,"Chicago, IL: Chicago O'Hare International",2014/11,11,23564
PDX,"Portland, OR: Portland International",2014/11,11,3821
PHL,"Philadelphia, PA: Philadelphia International",2014/11,11,5668
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/11,11,12581
SAN,"San Diego, CA: San Diego International",2014/11,11,6068
SEA,"Seattle, WA: Seattle/Tacoma International",2014/11,11,8586
SFO,"San Francisco, CA: San Francisco International",2014/11,11,13243
SLC,"Salt Lake City, UT: Salt Lake City International",2014/11,11,8457
TPA,"Tampa, FL: Tampa International",2014/11,11,5369
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014/12,12,30000
BOS,"Boston, MA: Logan International",2014/12,12,8872
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/12,12,7382
CLT,"Charlotte, NC: Charlotte Douglas International",2014/12,12,9506
DCA,"Washington, DC: Ronald Reagan Washington National",2014/12,12,6460
DEN,"Denver, CO: Denver International",2014/12,12,18206
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014/12,12,23058
DTW,"Detroit, MI: Detroit Metro Wayne County",2014/12,12,8696
EWR,"Newark, NJ: Newark Liberty International",2014/12,12,9140
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014/12,12,6034
IAD,"Washington, DC: Washington Dulles International",2014/12,12,4320
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014/12,12,14143
JFK,"New York, NY: John F. Kennedy International",2014/12,12,8590
LAS,"Las Vegas, NV: McCarran International",2014/12,12,10750
LAX,"Los Angeles, CA: Los Angeles International",2014/12,12,17822
LGA,"New York, NY: LaGuardia",2014/12,12,9217
MCO,"Orlando, FL: Orlando International",2014/12,12,9757
MDW,"Chicago, IL: Chicago Midway International",2014/12,12,7189
MIA,"Miami, FL: Miami International",2014/12,12,6888
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014/12,12,8424
ORD,"Chicago, IL: Chicago O'Hare International",2014/12,12,23484
PDX,"Portland, OR: Portland International",2014/12,12,3896
PHL,"Philadelphia, PA: Philadelphia International",2014/12,12,5729
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014/12,12,13298
SAN,"San Diego, CA: San Diego International",2014/12,12,6339
SEA,"Seattle, WA: Seattle/Tacoma International",2014/12,12,8991
SFO,"San Francisco, CA: San Francisco International",2014/12,12,13827
SLC,"Salt Lake City, UT: Salt Lake City International",2014/12,12,8825
TPA,"Tampa, FL: Tampa International",2014/12,12,5776
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015/01,1,29492
BOS,"Boston, MA: Logan International",2015/01,1,8841
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015/01,1,6913
CLT,"Charlotte, NC: Charlotte Douglas International",2015/01,1,9351
DCA,"Washington, DC: Ronald Reagan Washington National",2015/01,1,6680
DEN,"Denver, CO: Denver International",2015/01,1,17059
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015/01,1,23173
DTW,"Detroit, MI: Detroit Metro Wayne County",2015/01,1,9468
EWR,"Newark, NJ: Newark Liberty International",2015/01,1,8705
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015/01,1,7170
IAD,"Washington, DC: Washington Dulles International",2015/01,1,3700
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015/01,1,13378
JFK,"New York, NY: John F. Kennedy International",2015/01,1,8461
LAS,"Las Vegas, NV: McCarran International",2015/01,1,11614
LAX,"Los Angeles, CA: Los Angeles International",2015/01,1,17332
LGA,"New York, NY: LaGuardia",2015/01,1,9512
MCO,"Orlando, FL: Orlando International",2015/01,1,10075
MDW,"Chicago, IL: Chicago Midway International",2015/01,1,6746
MIA,"Miami, FL: Miami International",2015/01,1,6693
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015/01,1,8906
ORD,"Chicago, IL: Chicago O'Hare International",2015/01,1,23515
PDX,"Portland, OR: Portland International",2015/01,1,3636
PHL,"Philadelphia, PA: Philadelphia International",2015/01,1,5784
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2015/01,1,13120
SAN,"San Diego, CA: San Diego International",2015/01,1,6084
SEA,"Seattle, WA: Seattle/Tacoma International",2015/01,1,8426
SFO,"San Francisco, CA: San Francisco International",2015/01,1,12883
SLC,"Salt Lake City, UT: Salt Lake City International",2015/01,1,8626
TPA,"Tampa, FL: Tampa International",2015/01,1,5966
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015/02,2,27366
BOS,"Boston, MA: Logan International",2015/02,2,8383
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015/02,2,6237
CLT,"Charlotte, NC: Charlotte Douglas International",2015/02,2,8299
DCA,"Washington, DC: Ronald Reagan Washington National",2015/02,2,6232
DEN,"Denver, CO: Denver International",2015/02,2,15638
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015/02,2,20839
DTW,"Detroit, MI: Detroit Metro Wayne County",2015/02,2,8767
EWR,"Newark, NJ: Newark Liberty International",2015/02,2,8079
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015/02,2,6697
IAD,"Washington, DC: Washington Dulles International",2015/02,2,2998
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015/02,2,12228
JFK,"New York, NY: John F. Kennedy International",2015/02,2,7735
LAS,"Las Vegas, NV: McCarran International",2015/02,2,10566
LAX,"Los Angeles, CA: Los Angeles International",2015/02,2,15764
LGA,"New York, NY: LaGuardia",2015/02,2,8945
MCO,"Orlando, FL: Orlando International",2015/02,2,9233
MDW,"Chicago, IL: Chicago Midway International",2015/02,2,6044
MIA,"Miami, FL: Miami International",2015/02,2,6000
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015/02,2,8215
ORD,"Chicago, IL: Chicago O'Hare International",2015/02,2,21814
PDX,"Portland, OR: Portland International",2015/02,2,3194
PHL,"Philadelphia, PA: Philadelphia International",2015/02,2,5209
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2015/02,2,11907
SAN,"San Diego, CA: San Diego International",2015/02,2,5478
SEA,"Seattle, WA: Seattle/Tacoma International",2015/02,2,7722
SFO,"San Francisco, CA: San Francisco International",2015/02,2,11555
SLC,"Salt Lake City, UT: Salt Lake City International",2015/02,2,7866
TPA,"Tampa, FL: Tampa International",2015/02,2,5457
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015/03,3,32775
BOS,"Boston, MA: Logan International",2015/03,3,9980
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015/03,3,7763
CLT,"Charlotte, NC: Charlotte Douglas International",2015/03,3,9383
DCA,"Washington, DC: Ronald Reagan Washington National",2015/03,3,7004
DEN,"Denver, CO: Denver International",2015/03,3,18617
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015/03,3,23208
DTW,"Detroit, MI: Detroit Metro Wayne County",2015/03,3,10279
EWR,"Newark, NJ: Newark Liberty International",2015/03,3,9566
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015/03,3,7788
IAD,"Washington, DC: Washington Dulles International",2015/03,3,3033
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015/03,3,14048
JFK,"New York, NY: John F. Kennedy International",2015/03,3,8841
LAS,"Las Vegas, NV: McCarran International",2015/03,3,12395
LAX,"Los Angeles, CA: Los Angeles International",2015/03,3,18006
LGA,"New York, NY: LaGuardia",2015/03,3,10149
MCO,"Orlando, FL: Orlando International",2015/03,3,11291
MDW,"Chicago, IL: Chicago Midway International",2015/03,3,7441
MIA,"Miami, FL: Miami International",2015/03,3,6766
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015/03,3,9940
ORD,"Chicago, IL: Chicago O'Hare International",2015/03,3,26122
PDX,"Portland, OR: Portland International",2015/03,3,3899
PHL,"Philadelphia, PA: Philadelphia International",2015/03,3,6003
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2015/03,3,14523
SAN,"San Diego, CA: San Diego International",2015/03,3,6589
SEA,"Seattle, WA: Seattle/Tacoma International",2015/03,3,9266
SFO,"San Francisco, CA: San Francisco International",2015/03,3,13431
SLC,"Salt Lake City, UT: Salt Lake City International",2015/03,3,9475
TPA,"Tampa, FL: Tampa International",2015/03,3,6855
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015/04,4,31383
BOS,"Boston, MA: Logan International",2015/04,4,10005
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015/04,4,7887
CLT,"Charlotte, NC: Charlotte Douglas International",2015/04,4,8883
DCA,"Washington, DC: Ronald Reagan Washington National",2015/04,4,6845
DEN,"Denver, CO: Denver International",2015/04,4,17472
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015/04,4,21866
DTW,"Detroit, MI: Detroit Metro Wayne County",2015/04,4,9996
EWR,"Newark, NJ: Newark Liberty International",2015/04,4,9364
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015/04,4,6978
IAD,"Washington, DC: Washington Dulles International",2015/04,4,2955
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015/04,4,13528
JFK,"New York, NY: John F. Kennedy International",2015/04,4,8596
LAS,"Las Vegas, NV: McCarran International",2015/04,4,12111
LAX,"Los Angeles, CA: Los Angeles International",2015/04,4,17416
LGA,"New York, NY: LaGuardia",2015/04,4,9506
MCO,"Orlando, FL: Orlando International",2015/04,4,10480
MDW,"Chicago, IL: Chicago Midway International",2015/04,4,7444
MIA,"Miami, FL: Miami International",2015/04,4,6464
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015/04,4,10013
ORD,"Chicago, IL: Chicago O'Hare International",2015/04,4,25845
PDX,"Portland, OR: Portland International",2015/04,4,3875
PHL,"Philadelphia, PA: Philadelphia International",2015/04,4,5838
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2015/04,4,13743
SAN,"San Diego, CA: San Diego International",2015/04,4,6422
SEA,"Seattle, WA: Seattle/Tacoma International",2015/04,4,9254
SFO,"San Francisco, CA: San Francisco International",2015/04,4,13015
SLC,"Salt Lake City, UT: Salt Lake City International",2015/04,4,8845
TPA,"Tampa, FL: Tampa International",2015/04,4,6162
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015/05,5,32425
BOS,"Boston, MA: Logan International",2015/05,5,10243
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015/05,5,8179
CLT,"Charlotte, NC: Charlotte Douglas International",2015/05,5,9226
DCA,"Washington, DC: Ronald Reagan Washington National",2015/05,5,6948
DEN,"Denver, CO: Denver International",2015/05,5,18072
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015/05,5,22163
DTW,"Detroit, MI: Detroit Metro Wayne County",2015/05,5,10449
EWR,"Newark, NJ: Newark Liberty International",2015/05,5,9263
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2015/05,5,6512
IAD,"Washington, DC: Washington Dulles International",2015/05,5,3244
IAH,"Houston, TX: George Bush Intercontinental/Houston",2015/05,5,14420
JFK,"New York, NY: John F. Kennedy International",2015/05,5,8878
LAS,"Las Vegas, NV: McCarran International",2015/05,5,12744
LAX,"Los Angeles, CA: Los Angeles International",2015/05,5,17978
LGA,"New York, NY: LaGuardia",2015/05,5,9424
MCO,"Orlando, FL: Orlando International",2015/05,5,10390
MDW,"Chicago, IL: Chicago Midway International",2015/05,5,7591
MIA,"Miami, FL: Miami International",2015/05,5,6340
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2015/05,5,10481
ORD,"Chicago, IL: Chicago O'Hare International",2015/05,5,26909
PDX,"Portland, OR: Portland International",2015/05,5,4163
PHL,"Philadelphia, PA: Philadelphia International",2015/05,5,6178
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2015/05,5,13801
SAN,"San Diego, CA: San Diego International",2015/05,5,6595
SEA,"Seattle, WA: Seattle/Tacoma International",2015/05,5,10341
SFO,"San Francisco, CA: San Francisco International",2015/05,5,13520
SLC,"Salt Lake City, UT: Salt Lake City International",2015/05,5,8757
TPA,"Tampa, FL: Tampa International",2015/05,5,5938
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2015/06,6,32739
BOS,"Boston, MA: Logan International",2015/06,6,10544
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015/06,6,8419
CLT,"Charlotte, NC: Charlotte Douglas International",2015/06,6,9020
